name,type,time,amount
SplashandDash,Services,2016-07-07T17:28:00Z,24
SplashandDash,Services,2016-07-07T17:34:00Z,20
SplashandDash,Services,2016-07-07T17:35:00Z,100
SplashandDash,Services,2016-07-07T17:39:00Z,30
SplashandDash,Services,2016-07-07T17:47:00Z,25
SplashandDash,Services,2016-07-07T18:24:00Z,40
SplashandDash,Services,2016-07-07T18:35:00Z,30
SplashandDash,Services,2016-07-07T18:41:00Z,22.5
SplashandDash,Services,2016-07-07T18:53:00Z,52.5
SplashandDash,Services,2016-07-07T20:06:00Z,50
SplashandDash,Services,2016-07-07T20:57:00Z,30
SplashandDash,Services,2016-07-07T21:34:00Z,20
SplashandDash,Services,2016-07-07T22:43:00Z,20
SplashandDash,Services,2016-07-08T19:43:00Z,20
SplashandDash,Services,2016-07-08T17:07:00Z,30
SplashandDash,Services,2016-07-08T17:59:00Z,20
SplashandDash,Services,2016-07-08T18:36:00Z,50
SplashandDash,Services,2016-07-08T18:50:00Z,30
SplashandDash,Services,2016-07-08T21:29:00Z,-33.57
SplashandDash,Services,2016-07-08T22:42:00Z,10
SplashandDash,Services,2016-07-08T22:51:00Z,15
SplashandDash,Services,2016-07-08T23:08:00Z,5
